essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6	comments
16513	6	"In the excerpt, The Mooring Mast, written by Marcia Amidon Lüsted, the builders faced obsticles in attempting to allow dirigible to dock at the Empire State Building. One obsticle the builders faced was that they had to modify the buildings framework in order to install the mooring mast. The builders had to modify the building because ""a thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the buildings frame. ""The stress of the dirigibles load and the wind pressure wood have to be transmitted all the way to the buildings foundation, which was eleven hundred feet below."" That was another obsticle the builders faced. Also, the mooring mast never fulfilled its purpose because of safety. Hydrogen is highly flammable. The biggest obsticle was nature. The winds were constantly shifting due to violent air currents. The idea was neither practicle nor safe."	2	3		3																					ID1,ORG2,STY1
13000	5	In this memoir, the auther creats a mood. The mood that this author creates is the gratefulness. The reason that I say gratefulness is because Narciso Rodriguez is so greatful, and so happy to have two loving, caring, selfless parents. He's grateful to have not only a house, but a warm, cozy home, where he's grown up in and had so many memories. He is grateful to have all the perks of a traditional cuban home, with the food, the music, and all of the people Narciso is grateful that his Parents basically just gave up their own lives and dropped everything, so that he could have a better life. Nariso cannot imagine @CAPS1 to @LOCATION1 not knowing the language, not knowing anything, and leaving everything he knows behind. However that's what his parents did. they sacrificed so much for him. and he appreciates that more than anything. I think that the mood that the author chose for this story was perfect.	3	3		3																					ID1,ORG1,STY2
10203	4	The author of “Winter Hibiscus “decided to end the story with this paragraph because its like a new beginning for saeng. In saeng moves and fails the test .The winter hibiscus comforts her from the memories of where she used to live. It gives her hope and in the winter it wouldn’t be as nice as it would be in the spring. Spring is also time for new beginnings because in the winter everything dies and comes back to life in spring .saeng feels she would take the test as a new beginning. From my personal experience I always do spring cleaning because I want to begin fresh. Spring is also filled with fresh air and gives me inspiration to do good. This could be why saeng wants to take the test in the spring time. Therefore the author of “Winter Hibiscus “decided to end the story with that paragraph because they wanted to show how saeng wanted a new beginning.  	3	2		3																					ID3,ORG2,STY2
6863	3	How the features of the setting affects the cyclist is the condition of the roads, rolling hill, and the?? heat. The conditions of the road in the settings affect the cyclist because the roads are rough. An example firm the texted is “ I noticed that terrain changing. Flat road was replaced by short ralling hills. These condition make is hard for the cycled it gives him a challenge.  The rolling hills challange him a regret to stay on the road it is easly tricky and challenges so was The heat & sun was also played an affection on the cyclist. An Examples from the @CAPS1 is.” I chuckled, checked my water supply and moved on. The sun was beginning to heat doing but I barely not ???. the sun was not starting to get him  ?? sharply ??  It will start to get ????? when is ?? is high deserts. I conclude that these features in the setting affected the cyclist in many ways but he keep pushing himself to more on.  	3	2		3																					ID2,ORG3,STY3
3395	2	The Author should be the judge on whether or not they want there book censored. I believe that libraries shouldnt have to take out books with offensive language. If the author likes how it was originally made, then thats how they would like to present it. It would be taking away a Right in the @CAPS1. If you were to write a book and somebody says you cant put a certain word. That isnt up to the public to make a decision.         Its almost like rewriting history. It would be like having someone take out a word in the @ORGANIZATION1. If any word is changed it is a incorrect @ORGANIZATION1. It just changes the entire subject. You cannot reword whats been written.     Public views are starting to take over the world. Instead of letting the facts be the facts people want to adjust things so it is less offensive. Next thing you know there will be a replaced word for slavery. Slavery is a strong, bold word that represents a horrible thing. If somebody switched that word it could lead to it happening again. I say with all my heart that people need to respect what has been written and leave it that way or dont read it	3	3		3	3.0	3.0																			ID2,ORG2,STY2
6804	3	Author Joe Kurmaskie learns the dangers of a lifeless wilderness during his experience described in “do not exceed posted speed limit.” As a cyclist riding in one of the most undeveloped areas in California, the lack of water found in this setting proves crippling to his survival. The trails he was directed to had no towns or sources of fresh, drinkable water for days. The combination of constant exercise riding through the terrain, lack of water and recources, California summer weather and lack of civilization trained the author’s energy and caused him to suffer from dehydration. Too much exposer to these conditions could have killed him. The modern time period and year also caused the directions the author were given to be in accurate, and, thus, causing the cyclist to find him self in such a dangerous area of the country. The setting of “do not exceed posted speed limit” places the cyclist in a life threatening situation.	3	3		3																					ID1,ORG2,STY2
9261	4	The Author concludes this story with that paragraph because she is saying that she could not concentrate on the test because she wanted to go back to her home country.	1	1		1																					ID3,ORG3,STY2
989	1	"@ORGANIZATION1, In today's age computers are seen everywhere and they have been so helpful. They act as an information highway and connect people together. The new advances in technology have had a positive effect on humans all over. First off, computers are an easy way to have a universe of information at your fingertips. @PERCENT1 of students at @ORGANIZATION2 say that when assigned or paper or project the first source they use is from the internet. The internet is fast, simple and reliable when you know how to use it."" said student @PERSON1. Children from the age of @NUM1 and up are learning how to use the internets multiple online encyclopidias, amagazines, newssites or other resources to get information. I remember my kindergarden computer class where we'd reserch dinnosaurs and weather patterns on kid friendly websites. And now being in middle school we use websites like @CAPS1 Online for up to date reliable information. Moreover, I've seen my mom, a nurse and hospital manager, use the internet for videos and articles on how to do certian procederes and ways to orginnaize a productive hospital. The internet is a great way to have a highway of information at the touch of a button. Furthermore, computers are used as a way for people to stay in touch. @PERCENT2 of teenagers say they talk to other peers using @CAPS2, @CAPS3, @CAPS4 or @CAPS5. Its a great way for us to communicate with our busy schedules when we can't always get together. Also with parents losing jobs in this ecconomic downfall, kids are always moving. Last @DATE1 one of my best friends in the world moved all the way to @LOCATION1. I though we'd never talk again and I was so upset to say goodbye, but because of @CAPS6 and @CAPS5 we talk non-stop and have accually never been closer. And its not just for young people to fool around with friends but adults use social network too. They connect for buissness through the internet and talk about future deals or problems and even use it to connect with old friends they haven't spoken to since college or childhood. As you can see the internet has had many positive effects from doing reserch faster to connecting with old friends, computers ar helping everyone."""	5	4		9																					ID1,ORG1,STY2
6091	3	"The features in the setting of ""Rough Road ahead"" affect the cyclist. First of all, the weather causes most of his problems. Since the cyclist was biking in a california desert in June the temperature had to be in the @NUM1's. This causes him to become dehydrated, which is evident when he states, ""I had been hitting my water bottles quite regularly"" The heat therefore causes the cyclist to drive excessively and run out of water, also, the objects the cyclsit comes across on his journey affect him. For example, while riding on a rough path, ""a ridiculously large snake blocked the majority of the pavement in front of me."" This saves the biker progress and most likely scared him. The cyclsit is greatly affected by the features in the story setting."	2	3		3																					ID2,ORG3,STY2
7299	3	The features  of the   setting   does   affect the cyclist. For example, if it is hot outside then he would need more water than normal. Also if it was raining he would have to drive more careful. That is why the setting would affect the cyclist.	1	1		1																					ID3,ORG3,STY2
12698	5	"The mood is a mixture of things, it's really hard to say withe all the emotions the author throws around. But however the strongest feeling is unity, and family.I'm Not sure family can be called an emotion, but it is I think something that can be described by several. One of course is unity, or as he says it, ""great solidarity and friendship""it's rather sweet how he charectorizes family as something as the bonds you make withe people in contrast to other cultures where family is from blood ties and family s always first. So in a way I think his way of thinking comes from his culture.But also he puts in a bit of sadness but overall seems to be extremely thankful for what he has. As they say ""happiness is nothing without appreciating it"" and as he says ""I learned the real defnetion of family"" so apparently he knows real happiness"	3	2		3																					ID2,ORG2,STY2
12207	5	"In the memoir Narciso Rodriguez from Home: The Blueprints of our Lives by Narciso Rodriguez a mood is created. Rodriguez remembers his home in a refreshed way. @CAPS1 remembers his parents ""rich culinary skills and love of cooking."" @CAPS1 recals the ""passionat Cuban music,"" that filled the walls of his home. @CAPS1 really lets us know that there was a great sense of community and family in his neiborhood. @CAPS1 quotes ""It was a close-knit community of honest, hardworking immigrants who extended a hand to people, who while not necessarily their own kind, were clearly in need."" It sounded like everyone worked together there and helped each other out. ""There was often Someone Staying with us temporarily until they were able to get back on their feet,"" @CAPS1 writes. Narciso says his parents ""came selflessly,"" to @LOCATION1 ""to give there children a better life."" Narciso is very thankful for his parents imagration Struggle and says ""I will always be grateful to my parents for their love and sacrifice."" Narciso Rodriguez ""learned the real definition of 'family,' ""Love and carries his memories with him where ever @CAPS1 goes."	4	3		4																					ID3,ORG2,STY2
13	1	Dear local newspaper I raed ur argument on the computers and I think they are a positive effect on people. The first reson I think they are a good effect is because you can do so much with them like if you live in mane and ur cuzin lives in califan you and him could have a wed chat. The second thing you could do is look up news any were in the world you could be stuck on a plane and it would be vary boring when you can take but ur computer and go on ur computer at work and start doing work. When you said it takes away from exirsis well some people use the computer for that too to chart how fast they run or how meny miles they want and sometimes what they eat. The thrid reson is some peolpe jobs are on the computers or making computers for exmple when you made this artical you didnt use a type writer you used a computer and printed it out if we didnt have computers it would make ur @CAPS1 a lot harder. Thank you for reading and whe you are thinking adout it agen pleas consiter my thrie resons.	4	3		7																					ID2,ORG3,STY3
7171	3	When the bicyclist was trying to find Yosemite he stumbled into a million setting. One in the begining when he was talking to the old men on the porch and having him set of into the distance of nothing but dessert. “one rameshackle shed, several rusty pumps, and a corral that couldn’t hold in the lamest mule greeted me.” It’s only him.“ At some point, tumble weeds crossed my path and a ridiculously large snake – it really did look like ma diamond back-blocked the majority of the pavement in front of me. Tumble weed usually mean's desert. He also saw the @CAPS1 grape juice factory and the bait store where he finally found someone else to give him directions.	1	2		2																					ID3,ORG3,STY2
280	1	Dear @LOCATION1, I believe computers have a positive effect on people. They teach hand-eye coordination. Computers give people the ability to learn about far away places and people. They even allow people to talk online. Computers are a very usefull piece of machinery. Computers teach hand-eye coordination. When your in school, you need to type lots of @CAPS1 prompts, @CAPS2 labs, and @CAPS3 @CAPS4 vocab. Computers help us do that. Typing fast and correctly takes practice. Typing without looking at the keyboard is hand-eye coordination. This will help us later on in life also. Whether it's typing term papers in high school or your application essay for college, you will need the help of computers. Computers give people the ability to learn about far away places. @NUM1 years ago I look a trip to @LOCATION3 for the first time. I didn't know a lot about the history of @LOCATION3 so I sat down at my desk and turned on my computer. Suddenly, it was like I was in @LOCATION3! I read about the delicious food and rich culture. I took a virtual tour of the @CAPS5 @CAPS6 and the great @CAPS7. I heard @CAPS8 music and learned some @CAPS8. In just @NUM2 hour I visited @LOCATION3 right from my very own house! Computers can take you on a magical journey to a far away country. Computers allow people to talk to online with other people. This is a very good thing. I have cousins who live in @LOCATION2 and because of the @NUM3 hour time difference, its not always easy to talk on the phone so we use the computer. My family will send e-mails back and forth with them. Sometimes we will even video chat! @CAPS3 networking sights accesible by computer such as @CAPS10 or @CAPS11 allow us to talk to people who we don't regularly see. On @CAPS11 you can even talk to your favorite stars or musicians. Computers let us keep in touch with others. Computers have a positive effect on people. Some experts @MONTH1 say that people spend too much time on the computer and while that @MONTH1 be true to some people, its not true to everyone. We still exersise, and spend time outside. We still interact with family and friends but know we are also able to do so on the computer. More and more people using computer is a good thing.	5	5		10																					ID1,ORG2,STY2
12753	5	"By writing the story, the author created a mood full of warmth and comfort. The mood created in this story shows how family should be. When @PERSON1 says that ""they take anyone in until they are back on their feet"", this shows that they appreciate their family and they are all close. This shows that they care for one another contributes to the mood by showing love and warmth towards another person. A second way about the mood is when he talks about his kitchen and how much it means to him. When he talks about the love of culinary skills and cooking which is still with him today it creates a solemn mood that sets the tone of the story. Third, where he talks about his neighborhood. @PERSON1 talks about the immigrants in the area and how they come together with their different backgrounds. This shows that they show affection for one another and that everyone is the same. This sets the mood too by showing everybody needs to be nice to everyone. These three parts set the ""mood of the story."	3	3		3																					ID2,ORG2,STY3
16086	6	"Base on the excerpt, the obstacles the builder of the Empire State Building faced in attempting to allow dirigibles to dock there. My prodiction is he doesn't want it around because the Empire State Building is way to high and the blimps is like floating Right above it. Something may have, thats what I think Al Smith is worried about. My backup answer is the statement he said ""it's on the level, all right. ""No kidding"". We're on the thing now. One set of engineer here in New York is trying to dope out a practical, workable arrangement and the Government people in Washington are figuring on some safe way of mooring airships to this mast"" it seems like hes confused about the whole situation."	0	0		0																					ID3,ORG3,STY3
18354	7	One time when I was patient I was playing a football game with my friends and the other team was creaning us. But even though we were losing I still managed to stay calm and we ended up beating them, @NUM1	5	6		11																					ID2,ORG2,STY2
12060	5	"The mood created by the author in the memoir is many things. But, I think the main moods in the memoir are happy and greatful. I think the mood of the story is happy because the story tells about all the good times @PERSON1 had in his house. For example, @PERSON1 says ""here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm house."" And, I think the mood of the story is also thankful because a lot of the story has to do with @PERSON1 thanking his parents for all they have done and sacrificed for him. For example, in the end of the memoir @PERSON1 says ""I will never forget how my parents turned this simple house into a home."" and in a way thanks his parents for everything. So, as you can see those are the moods I think the author created in the memoir."	2	3		3																					ID2,ORG2,STY3
19135	7	I was being pationt when I was waiting for my own phone so I cam text my friends and call them and more. I was also waiting for to get my own snowmoble licens so I can ride my own snowmible on the troils. Know  matter what you are always be patient.	4	5		9																					ID2,ORG3,STY3
13151	5	The mood created by the author in this memoir is greatfulness. The memoir showed how greatful Narciso's was to his parents. Their bravery and selflessness must have truley impacted his life then and probaly how he lives today. It also give the feeling of respect. In this memoir it shows how much he truley respected his parents and community. And last I think it gives the mood of admiration. The memoir really expressed how much he admired his parents and community. It showed how much he admired his parents bravery and he admired his overcoming of odds. He also admired how a community of different races could get over that and pull toghether to really make a community.Those are some of the moods that ar expressed in this memoir.	2	2		2																					ID2,ORG2,STY3
20827	8	" I didn't believe my grandfather when @CAPS2 told me laughing could cure anything. I was nine years old, the days were dark @CAPS3 cold @CAPS3 I felt like my life was a shattered piece of a stain glass window. Not only had @PERSON2, my ageless pit bull, just died @CAPS6 also my little sister would tease me if I dared to shed a tear for the lost of my best pet. I sat on the coach, staring at the fire as it crackled @CAPS3 popped, when my grandfather sat down beside me @CAPS3 told me a story. It was about him, when @CAPS2 was young @CAPS3 how lost @CAPS1 best friend too, only @CAPS1 friend wasn't a pet. ""@CAPS1 name was @PERSON3,"" @CAPS2 began, ""@CAPS3 we were eleven years old. Oh, how we had so much fun. All we did was @CAPS7! We thought we were gonna grow old together @CAPS3 be each others best men @CAPS3 cause trouble tell the end. @CAPS2 was my best friend until the end. I loved him, very much like how you love @PERSON2. I never thought anything would happen to him. I thought that we'd both live forever. @CAPS6 then something did happened. @PERSON3, @CAPS2 had gone fishing alone because I was at church @CAPS3 @CAPS1 @CAPS4 had to work, @CAPS3 it was such a wonderful day to @CAPS11 down to the river @CAPS6 then @CAPS2 never came back from the river..."" @CAPS5 sniffled at the old story, "" @CAPS6 you see, @PERSON1, there's a cure for sadness. Do you want to know @CAPS9 it is?"" I nodded half thinking there was a magical medication or spell. ""@CAPS7."" @CAPS2 said. ""@CAPS9?!"" I was utterly shocked. ""@CAPS10, it's simply,"" @CAPS2 said gently, knowing my easy temper, ""@CAPS11 through the stages of grieving. Feel lost for a little bit, @CAPS6 then find your way back home. @CAPS7 is in your heart @CAPS3 always will be. Find a wave of joy @CAPS3 @CAPS11 with the flow. Love life, because, as you have just seen, it can be so short."" I nodded @CAPS6 didn't look at @CAPS1 sober face. @CAPS2 kissed the top of my head. @CAPS2 looked into my eyes ( I didn't dare meet the intensity of @CAPS1) @CAPS3 I knew @CAPS2 saw the reflection of the fire blazing in my watery green blue eyes @CAPS3 could see my processing @CAPS9 @CAPS2 had just told me. Then @CAPS2 left me alone to think. I needed to move on? How? Life wasn't that easy. I knew that. I opened up my note book to do some homework to get my mind off @PERSON2, @CAPS5, @CAPS3 @PERSON3. That's when I discovered a small piece of paper the size of a deck of cards. I flipped it over, showing that it was a picture. A tear leaked out of the corner of eye. It was of me @CAPS3 @PERSON2. We were both in a mud pit. My blond hair looked like dirt ( considering that I had been rolling in mud). My pit bull was rubbing @CAPS1 greasy head on my shoulder smearing more mud on to myself. I smiled, missing him even more, @CAPS6 feeling a lot better then a minute before. I loved him. I loved him so much. I still do this day, @CAPS6 I had to get over that my friend was gone. After I saw the picture, I had laughed to myself, automatically feeling better about being such a horrid granddaughter @CAPS3 a inconsiderate best friend. @CAPS6 seeing the good times we had, @CAPS3 smiling, made me honestly feel better about myself. Huh? Maybe laughter is the cure for anything."	24	21		45																					ID1,ORG1,STY1
11841	5	The mood created by the author in the memoir was happy, enjoyable, and worth living. I say happy because they had family to be with, and other friends to help them if anything. I say enjoyable because the author talks about how they (main character) had the first birthday and first friend. I would enjoy all my birthdays if I was that person and also my first friend. I also said worth living because they had food on their table everyday. And nothing in the memoir said anything about struggling. This is why I explain the mood as happy, enjoyable, and worth living.	2	1		2																					ID3,ORG2,STY3
3304	2	How would you like to read or listen to something disrespecting and calling you out of your name such as, '@CAPS1 did you say to me @CAPS2'? Would you want to keep things like that in your libraries? I would, I think anything that was hurtful, harmful, or offensive should be open to the public because it's a great way and opportunity to learn.                             Books, magazines, and music on slavery are things I think we as a people required to read are things we are required to have. Sure it might hurt, depress, or even aggrivate some people but it also fills you with knowledge on the past. For a person of any race this is a way to feel the pain and struggle of people before us. Despite the pain or irritation this is a type of learning I would welcome in libraries.                             Knowledge of suicide is also something I think should be available. Because some of our friends and family have either did or attempted suicide, and without knowing about it how can it be prevented. Books on the subject would provide help for those going throughout life with suicidal thoughts. Reading about past struggles or facts about it could give them tips or ideas on how to avoid suicide. I think we need literature on this because I feel enlightenment on the subject is the only way you can avoid it.                                                                      In conclusion, I think that all types of literature should be admitted and released to the public. I think this because all forms of literature offer a great opportunity to learn. I believe that only by reading the literature on past situations and  struggles can you avoid or overcome struggles you face or will face in your lifetime	3	4		3																					ID2,ORG2,STY2
12991	5	"In this memoir from Home: The Blueprints of Our Lives, written by Narciso Rodriguez, Narciso talks about how his family made his house a home. The mood he sets throughout the memoir is love, selflessness, and gratefullnes. This memoir shows love because of paragraph @NUM1, Rodriguez reminisces, ""countless extended family members came and went--and there was often someone staying with us temporarily until they were able to get back on their feet. My parents always kept their door open to the many people we considered family, knowing they would do the same for us."" This shows love because even if they weren't blood related, they still consider themselves family and cared for each other beyond belief. This memoir also has the mood of selflessness because Rodriguez says that they moved selflessly, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved and ended up facing many hardships to their new country. The last mood shown in this memoir is gratefullness. Narciso Rodriguez is grateful for his cooking abilities, his love for cuban music and for his parents love and sacrifice. Especially he is grateful for how his parents turned his simple house into a home."	4	3		4																					ID2,ORG2,STY2
10282	4	I thank he uses it because she wants to get a nother one next year to see what its like to like something so much and get to look after it for a wial That is why I think the nararator use that phrase as his last one.	0	0		0																					ID3,ORG3,STY3
9898	4	I think the author concludes the story with this paragraph because new beginnings.What I mean by this is,the hibiscus represents new beginnings.She says �When the hibiscus is budding ,then I will take the test again �.This will be a new start for her  .The plant  blooming makes her happy and reminds her of her grandmother.She�s saying by the time the spring comes around she  would be ready for a  new obstacle as so for the hibiscus plant.	2	2		2																					ID2,ORG3,STY3
3341	2	Libraries should have whatever they want in the library. Everyone has their on thoughts on things. If you don't like what they have on there shelfs then don't go there any more or pick up something you like. Everyone is different so you can't just take offensive stuff off the shelves, it might be offensive to one person, but not to someone else.      Materials, such as book, music, movies, magazines you can't just start taking stuff of the shelves just because there offensived you. The only way I would say take books or magazines off the shelves is if the facts are not right.       Libraries hold almost anything anybody needs materials, books, music, movies, magazines and everythings for facts. So don't start taking stuff off your shelves. Teenagers might have to write a paper about something that people think is affensive, if you don't have everything in the library then we won't have good facts. No one in this world agrees on anything, all you would be doing would be picking a fight if you taking of offensive.Libraries are open to any one that wants to read about almost anything they want to read about.       Music everybody has there on type of music you can't just start taking music of because you think it's offensive. Most people have there own type of everything.     Children is there own person you can keep them from whatever you want to, the thing is you can't hold them back in life. They get older you won't be able to tell them want to do or want not to do. If you keep them from a book or etc they might end up reading it in the long run. Keep you kids safe is inpormant I understand your kids are going to expirects things you don't want them to. Just by taking offensive stuff of the shelves doesn't mean your kids won't fine them some where else.      I could understand if the books or magazines were offensive to you because it was about your family, But of time your going to have offensive come up in your life. That means your going to have to not let it get under you skin or get over it.      Things get under people skin to easy. This is why the world don't get along. If you don't like something don't me around it. Fine something unless to read about. Thats what I do if I don't like something.	3	3		3																					ID2,ORG2,STY3
29	1	Dear local newspaper, @CAPS1 people throughout the world use, or own computers. Although there are @CAPS1 people who think computers are good for you, others could say different. While you are on the computer you can become more socal by talking with friends or family. Also, while you are on the computer you @MONTH1 not notice it but; your hand-eye coordination is improving, and finally, you are able to search with a click of a button, instead of searching your topic through dozens of books. Computers have very @CAPS1 benefits. One being chating, or talking online to friends, and family. You @MONTH1 have a distant friend that you haven't talked to in a while. With a computre you are able to re connect with your buddy. If you have an acount that is safe to chat on, you @MONTH1 be able to make new friends. That would be good for you, socally. It is always good to have friends, and stay in touch with family. Some people find it hard to play a piano because they cannot look at the music and have their hands be doing something else. On a computre your hand-eye-coordination improves over time because, you are searching a topic as your hands are typing. Also, this is a great memory excirsise for your fingers. You eventually memorize where all of the keys are located. People without computres have to search through @CAPS1 books to find information on their topic. Others with computers, just have to type in their topic and all the information they need is right infront of them. You are able to see pictures of your topic or even video's! Not @CAPS1 books that I know, can search a topic, show you pictures, and videos of it with one resource! @CAPS1 people debate the fact if computres are good for you or not. If you ask me, computres are great for people. It allows people to be socal, and talk to old friends; it also improves your hand-eye coordination, and finally; it gives you the option to search a topic without all the hastle of searching through dozens of books. So now the question is up to you; are computers good for people, or not?	5	4		9																					ID1,ORG1,STY2
19413	7	I am in the @LOCATION3 @CAPS1 sea cadet corps .When I packed my things in the truck I had wait in a @NUM1 hour car ride till I get to my training in port @LOCATION2. We were driving in a truck that fit five people we were fitting @NUM2 people in it, I was the one stuck in the back with all the gour. Some ones sea bag had a boat in it that was stabling in my back I tried so hard not to complain about it, it took all my patience to last half the way there till I had to move the boot in my bay I grabbed the bag that had the boot in it and there wit to the other side. When  I thought all was well @CAPS2 and @LOCATION1 started sighing at very annoying song I didn�t  think my patient could handle staying in that torch with their sighing .Finally we were at port @LOCATION2. @CAPS2 and @LOCATION1 stop sighing and my patience had held through. But then there was the cheat in line their were @NUM3 people in @CAPS3 at me waiting to check I�d had a feeling my patience was gonna blow up and I�d go crazy. But it didn�t I stayed there patiently until it was any turn to check in, sadly the officer at the check in desk was old and talked very slown it was so hard understanding what he was saying. I finally was checked in my patience had survived!!Then I found out my friend logon was banked up gave me. Which he can be very annoying.� @CAPS4 boy I thought,� here comes another test ror my patiences. My patience was tested through the as ride, the clean in line, and also through that whole training. But my patience was very strong and survived!!!	11	11		22																					ID1,ORG1,STY2
19101	7	I was patient when I went to cediar point. I had to wait in line along tine for ??? for priencse ther was a lot of people @CAPS1 the longest word ??? drogster. I had almost anhour for a ride that @NUM1, teen  ??? that is the ???.	5	6		11																					ID3,ORG2,STY3
6793	3	The features of the setting affects the cyclist because the old guys had worn the next town was only eighteen miles down the road. So the features affect reading the story �Do not exceed Posted Speed Limit� was very dangerous and unsafe for people to ride on.	1	1		1																					ID3,ORG3,STY3
15268	6	The problems that the Building had to face the could not unsolve the problem of mooring air ships to fixed mast at such a height made it desirable to postpone to a later date the installation of the landing gear.	0	0		0																					ID3,ORG3,STY3
18466	7	I remember the time when my there older sister was so patient fo her birthday on the �fourth of @DATE2� man she was patient every time I ask her can you what until your birthday she said yes I can what until my birthday I can�t what untill my birthday because it is in �@DATE1� untill �fourth of @DATE2� she was so happy I just can�t believe that she wated for her birthday she went to her freinds house did some shoping of her own and fire works was in the air my sister well that is how my sister was patient.	5	7		12																					ID2,ORG2,STY3
479	1	Dear @ORGANIZATION1, Some people are debating whether advances in technology, such as computers, are benefitial to our daily life. I think that computers are a good addition to life for a few reasons. For one, information and knowledge are at your fingertips. It takes merely seconds to know anything you want or need to. Email, @CAPS2, @CAPS1, etc. can be labeled as wasteful or dangerous. New friends can be made everyday. Lastly, there can be limits set so no more worrying about to much time spent on the computers. One of the reasons computers can be benefitial to our daily life is what it can give us. Knowledge is just seconds away. Anything you might be interested in learning is all on the web. Homework, school projects, and even work need information that isn't found anywhere else. The library is a great place to find what you're looking for, but if you're in a hurry and need what you're looking for quick, there is the online encyclopedia, world book, etc.Technology is becoming a huge part of our life today, many opinions are up in the air about it. If, there's one thing everyone can agree on, it's fast and can make daily tasks easier. Ordering clothes, books, movies, tickets for trips and more all can be done online. That's not all the computer has to offer. Friends/family are a necessary part of life, but they're not always living right around the corner. They @MONTH1 live on the other side of the state, country, even world! @CAPS2, @CAPS1, email, etc. can allow you to connect with anybody around the world at anytime. E-mail has been around longer than other websites like @CAPS2 and myspce which allow you to keep daily tabs on them. @CAPS1 or ichat allows you to instantely talk to anybody that you want. These websites can't replace being together in person, but it can help keep in touch for the meanwhile. Some are worried about spending too much time face to face with the screen, there is even something to prevent that. Time spent inside on the computer is becoming a problem. Not enough exersise or time spent outside can be unhealthy. Time limits can fix this problem. A certain amount of time can be plugged in. When there's @NUM1 minutes left, it gives you a warning. That way more time can be spent outside in the open, and less inside staring at the screen all day. Many different opinions about whether computers belong in our life have been shared. I believe they're a beneficial part of our life. They allow you information at the touch of your fingers, access to friends/family, plus there's time limits. In this day/age, the computer is something we can't live without.	5	5		10																					ID1,ORG1,STY1
18702	7	It was blistering hot, it had already been an hour in line, �when can we go?� I asked in a moining voice. My parents replied �just be patient were almost at the front.� @CAPS1, that ??? I what I did. My body ??? aching from walking around all day, but that wasen�t going to stop me from all these rides. Ten more minutes had passed and I began to get thirsty. My @CAPS3 and sister want to go get a drink with me while my mum held our s??t in line. We made it to the booth. �I�ll take water� I said, ??? realived. I said thankyou, as I grabbed the ice cold water from his hands. As we all started walking back towards the line, I spotted a bright colorful shirt that said, �@CAPS2. I couldn�t help but ask, �@CAPS3 can I please get this shirt?� we still have to wait a little bit longer in the if we go back. �@CAPS4 he responded but let�s hurry up @CAPS1 your mom dosen�t get impatient. After I got the shirt we walked back in the line. Thank goodness we were the second ones up. All aboard the mummy ride.� The person controlling the ride explained. We walked on, being patient payed off, because I had a feeling this ride was going to be a blast.	12	11		23																					ID1,ORG1,STY2
1713	1	Dear @CAPS1, @CAPS2 you think people should stop going on the computer? Well, yes because they are not getting exercise. People's body start to get lazy and don't want to get up. They are not spending time with the family instead they would like to spend their free time on the @CAPS3. This is my people should stop being lazy and have some fresh air. @CAPS2 you people who spend time on the computer interact with their family? Well, no, because they think they will get entertain by technology instead of their family. The reason I don't like compter so much because you get hook on so fast you can't stop. When you interact will family you get to know them better and that is priceless. This is why it should stop because it damage peoples minds. Another reasons I would like you to hear is less time exercising. When people don't exercise you will @CAPS2 anything to their body. They start to eat too much and later they become very lazy. When you exercise you have tons of energy to @CAPS2 anything. Like bunge jump. When you excerise you look healthy and people will notive. This why excerise is the best healthy and always fit. In addition, my third reason I would like you to read is enjoying nature. Enjoying nature you can have a good time and relax. You can swim in the beach, feel the amazing breeze, and have a good time. When you are on the computer you are sitting down instead going outside and that because a habit. It will be hurting are environment because people don't want to get up to enjoy nature. This is why it should not be tollerated because people are being lazy. In conclusion, the reason why people should not spend their life on computer because they think they will be entertain by technology instead of interacting will their family. People will start eating too much and so they will become lazy. People will never leave the house and instead they are on their computer. This is why it should stop it hurting are environment people are becoming lazy.	4	4		8																					ID2,ORG1,STY2
